"Candidate ID","Time"
"0db238e2e38a582199fb0de03b98c704","2017-09-27 23:08:51 GMT"
"2b1f99df8001c45381dc9bf5eeb029ef","2017-09-27 23:09:51 GMT"
"079cc2728a5ff555ecc24839cc811348","2017-09-27 23:10:47 GMT"
"a0d1788609603f1d9e0d5ccca3efdf5f","2017-09-27 23:11:12 GMT"
"089105778c1e8f2bd0541c1d43aef8f5","2017-09-27 23:11:51 GMT"
"31fb9a4276b9600f7bf085420e7070db","2017-09-27 23:12:50 GMT"
"cbbb6b0e0edf32c5e6aa2692f657e7bc","2017-09-27 23:13:01 GMT"
"3eb38d549dfd7770138a88271aebcc63","2017-09-27 23:13:48 GMT"
"1fbe8a72bdb9214130eaa3294c016501","2017-09-27 23:14:23 GMT"
"9394dc321d7e460de0a2295a75e6c929","2017-09-27 23:14:54 GMT"
"0f6aa1885ba116cb1b57c622393d05b3","2017-09-27 23:15:18 GMT"
"623f21a79f0480f1d32f8f04a39ece2e","2017-09-28 03:56:55 GMT"
"c09acbd7f8260dcf03a6bdedf87b3a06","2017-09-28 03:59:55 GMT"
"1a7eae6f0f7ef6d495cd5e8610745280","2017-09-28 04:01:53 GMT"
"6177a64cedf7b8fa5af9ea7f35575220","2017-09-28 08:53:42 GMT"
"ea49eaba4c5301ddbf89631d1373956d","2017-09-28 09:07:14 GMT"
"f37a88ffff1c14801d76e6b350d1799f","2017-09-28 09:07:39 GMT"
"18b863d144cb57b8740997d8c74bb58e","2017-09-28 09:22:43 GMT"
"a3e24c93560fe5b9657c18d410122a35","2017-09-28 10:13:54 GMT"
"2ee2baca2e74c3aefcfd72295e7a0670","2017-09-28 10:14:23 GMT"
"4979434cec0b6f51b16b12f845c24139","2017-09-28 13:16:33 GMT"
"30eb7a2b52389b50dd2f1a80a1cc7e5e","2017-09-28 13:17:17 GMT"
"804f500ed134e9222994d02e2d95746f","2017-09-28 13:17:54 GMT"
"cb70dee85f59ae84ba5ce290837fccbc","2017-09-28 13:18:37 GMT"
"eb2589420b964c6ccbb1acb3eef2db86","2017-09-28 14:16:33 GMT"
"21d187a8aaf79592a84219799f5cded6","2017-09-28 14:17:12 GMT"
"7719656fe91a7d8d20fd6bd04379fb6a","2017-09-28 23:10:09 GMT"
"6c81860c3637b91c1d37d7e8fc5c41c4","2017-09-28 23:10:31 GMT"
"00d4c2900f9cc683937701c11b611da4","2017-09-28 23:11:05 GMT"
"0709ba50d1693cc9a295e85e6964ecac","2017-09-28 23:11:39 GMT"
"a435a1ec2444bf633e414f1b6149115e","2017-09-28 23:12:19 GMT"
"e75d027a655a34e4a1f3d2276338286e","2017-09-28 23:12:55 GMT"
"5aecbc963d42bb2d737d5a812ad460d0","2017-09-28 23:13:34 GMT"
"15878b5251ef24b8268cf35fedcd5314","2017-09-28 23:14:16 GMT"
"27dfe1e2c1fb3d5b5b76eb669246039b","2017-09-28 23:14:46 GMT"
"87c0e97388d1319e730217895696d2c9","2017-09-29 03:42:08 GMT"
"822c01de52ccc575f7013793da5c7419","2017-09-29 03:42:26 GMT"
"120744d796278cd5177d725fa1d7c2f6","2017-09-29 03:44:18 GMT"
"088a3c45a2d31184df6ee480dde77c86","2017-09-29 03:45:19 GMT"
"7f239ed45665d1cf37ebd4606fa0bcdd","2017-09-29 03:46:33 GMT"
"b23bbe8365d38b56bb3f9a28bb43b09e","2017-09-30 00:31:11 GMT"
"aa23a64425d435f76b6dda9f5f54539e","2017-09-30 01:28:23 GMT"
"dcda0c7ffba33faa4a5aa8f9906df569","2017-09-30 01:28:53 GMT"
"aae20ce27251c8045522b488641dabc7","2017-09-30 01:32:00 GMT"
"fbb85cf54c28086126b5150647591043","2017-09-30 01:32:47 GMT"
"e4b672a82761f0cae4eb36a1e97efa4b","2017-09-30 01:57:09 GMT"
"c2a8372c3fc95b65ca1b3ce044b5ae6f","2017-09-30 01:57:39 GMT"
"bdb701471844251296408af3d6b7cc38","2017-09-30 03:20:26 GMT"
"f6afac82c0747ffe4904ff4a00216b2d","2017-09-30 03:21:24 GMT"
"c2b503a2af5936b4e447b7b7cd6ebed6","2017-10-01 01:55:35 GMT"
"d374f4d82431b3c4ba37172590b60338","2017-10-01 01:56:01 GMT"
"6f574cc03459396979283fdbc6b1d562","2017-10-01 01:56:35 GMT"
"708f6e52038d999f78c04829435d9857","2017-10-01 01:57:18 GMT"
"e20263a6d9d6a731b9d0727f292df4a9","2017-10-01 01:57:42 GMT"
"b29d7af644a694278d44ae400c085808","2017-10-01 01:58:12 GMT"
"379ec951c196a0d25847713fe2a8dd73","2017-10-01 01:58:33 GMT"
"5dd0dfce9bd3df5eae5131dc15d5e108","2017-10-01 01:58:45 GMT"
"48216967ecaf8229a99fc0a48c180db0","2017-10-01 01:59:20 GMT"
"254b8169bfb0d52237710cdc7dc89ebd","2017-10-01 01:59:42 GMT"
"397820797e72704e63626d5bbe0dcff1","2017-10-01 06:07:34 GMT"
"bbcac44bd0b2c386f504729dd4041e5d","2017-10-01 06:08:11 GMT"
"c469c7f2fcc05207509bacdc8d55baae","2017-10-01 06:08:34 GMT"
"72807fa14193e1c682b12bb1b643663a","2017-10-01 06:08:59 GMT"
"f166ad0c072958f38a98e5887464ed03","2017-10-01 13:07:15 GMT"
"9b4a5b5ff5e47a670cad8c2eeb850c75","2017-10-01 13:08:05 GMT"
"f5aa50cb2a66a1818f227f3a77dc82b8","2017-10-01 13:08:56 GMT"
"4f64b3c08346b95804038ef6204578c0","2017-10-01 13:10:07 GMT"
"c4c5c487acefbbd8ca7f6ad6332aa8f8","2017-10-01 13:10:34 GMT"
"39a751a6e37b6e946cd861f884ec4ec6","2017-10-01 13:11:41 GMT"
"51def6032477ae853827309aa350bd77","2017-10-01 13:46:59 GMT"
"5780bad1c4c3be466adb308ef2262cf4","2017-10-01 13:48:33 GMT"
"ed9286806b060c9237b1ea820e68e5e4","2017-10-01 23:42:21 GMT"
"9fc24f69cbff3b21416f253d8ca4fc4d","2017-10-01 23:43:24 GMT"
"2df9d77b084088d4071852c3a8e636fb","2017-10-01 23:44:08 GMT"
"5130bd5d64040cc509546a1d5a53ee26","2017-10-01 23:44:31 GMT"
"623c5fc0decca0a7de2641dd5d11705a","2017-10-01 23:45:36 GMT"
"9ef6a0af1c1738e2a09b27fdd431e74d","2017-10-01 23:46:21 GMT"
"85c65b1179694b1a91d3ed012063e572","2017-10-01 23:48:06 GMT"
"4351308d1e306df0f541d51f0ef12859","2017-10-01 23:48:32 GMT"
"727d43660adcabf52aca0b231186adf8","2017-10-01 23:49:20 GMT"
"562d86ce80f97bfc40925b1a68a0cd56","2017-10-01 23:50:10 GMT"
"ead2c22c551bbaeb2d62c54eda8dea2f","2017-10-02 09:12:35 GMT"
"c74515088939df668452297e75c196f3","2017-10-02 13:43:15 GMT"
"f280e5c512c86f2f6c2e47935e33aa69","2017-10-02 13:44:20 GMT"
"52e70453314001157a4d52278f1265bf","2017-10-02 15:09:50 GMT"
"b07374399eb170b1e11c8870e0525928","2017-10-02 15:10:41 GMT"
"b2272fcb3c921cfda045ebbee72068f9","2017-10-02 15:11:12 GMT"
"b26e29238168da5824514f55162f030a","2017-10-03 06:15:43 GMT"
"0c06ef0e6de798a63313f93325cc799c","2017-10-03 09:08:49 GMT"
"328e43f4465f54e143e5e4787ebee7a3","2017-10-03 15:16:36 GMT"
"ac793f35c2ee446a8d3d4961a5446295","2017-10-03 15:17:11 GMT"
"43f3ae6a22b8652ad0697e3df0bb9330","2017-10-03 15:18:02 GMT"
"30d7b1a39e93c19016dac9767dace487","2017-10-03 15:19:09 GMT"
"9fcf06523e78dd2f6476abaac5636e57","2017-10-03 15:20:19 GMT"
"a02ba395f57c5f5d5c0213e5fabcd827","2017-10-03 15:20:52 GMT"
"498f1bd1dfa2689e897ec5e7cfb3af49","2017-10-03 15:21:25 GMT"
"6d79e36521b57caea0577aab9535606e","2017-10-03 15:22:25 GMT"
"4d16575df91e5b1ba81e74aa176d9892","2017-10-04 00:15:03 GMT"
"67a9b883a4814524d51a50ecb15ba0e5","2017-10-04 00:15:40 GMT"
"e4b13e8df31d4cce0a6eae3e9d82db0c","2017-10-04 00:16:52 GMT"
"c7ba1bd31c45b8a44b706a253a9e26e3","2017-10-04 00:19:36 GMT"
"61b94a63e2694df2d160cff1f59231d7","2017-10-04 02:03:26 GMT"
"f80a47be6c39604a7f4a10c5b3cbb818","2017-10-04 02:53:51 GMT"
"055a5c4cd6506b2a3580ad92e2900d4c","2017-10-04 02:54:22 GMT"
"63c0b029f58647871e91a0595f9a5e02","2017-10-04 02:54:59 GMT"
"5012c16a427d627f8af166ef21d49e17","2017-10-04 02:55:56 GMT"
"a3985f99aa3cd53f4e7d1b6ae08a783d","2017-10-04 06:04:18 GMT"
"f8a56a206e2a97ea344bb49b8498fbf6","2017-10-04 06:05:22 GMT"
"3cbe85b329b83fe2d2de023c9e5f40bf","2017-10-04 06:06:10 GMT"
"31409ddf82d050b8865bee4e42ca0c60","2017-10-04 06:06:55 GMT"
"47fe8e0b4458bf895ed11ae9dfa2c3a9","2017-10-04 06:07:13 GMT"
"5c66e17b99dddd85e77c1dac54935e7d","2017-10-04 06:07:26 GMT"
"5550493404a482ded32f352e8facb4a7","2017-10-04 06:08:29 GMT"
"991a2503b569d0d72e3377e4381e2f19","2017-10-04 06:08:51 GMT"
"60e47265825dfcfff0528894e13cfe43","2017-10-04 06:09:24 GMT"
"9985571492de9d9c73f318b8c8b4fac4","2017-10-04 06:09:57 GMT"
"2b9ae38445eb2710e4294449c1e5060b","2017-10-04 06:10:25 GMT"
"a9954140abc7291d4ad5d6c19245b379","2017-10-04 06:11:45 GMT"
"2855250fe46faa5f0a88d8ad1eb83212","2017-10-04 06:12:24 GMT"
"94e4e8e7b798a7ce8c630f19723b6331","2017-10-05 03:01:36 GMT"
"dff9b2d88688494f137630c101ea7210","2017-10-05 03:02:32 GMT"
"344d145e1711897346a6085660f536bd","2017-10-05 03:03:35 GMT"
"ed40cd7c0329028ef148355c4d16f652","2017-10-05 03:17:47 GMT"
"c485059aa30ba944bde02f31ef287830","2017-10-05 03:18:45 GMT"
"80390cc092e8381a1bb3a656ccfc1099","2017-10-05 03:20:21 GMT"
"6ba3efed03a9a56498bcf14543ec4323","2017-10-05 03:21:22 GMT"
"ad8228b9d00246785d4e8e36e1e99dac","2017-10-05 03:21:53 GMT"
"326355e0805546b1a937459cb8dd0b19","2017-10-05 04:12:44 GMT"
"9576408115de74577ed5b10a0080d095","2017-10-05 04:14:49 GMT"
"bdfd9ef5c0a74e8512cd8dbf169a48b2","2017-10-05 04:27:50 GMT"
"0cacb261621e8b87931384d87aca1f8b","2017-10-05 04:28:59 GMT"
"2e474bd4e1bed80350dcc33c71e4cd2f","2017-10-05 04:29:17 GMT"
"88add4250c7b7c5a055a6d899cdbde2a","2017-10-05 04:30:51 GMT"
"de8d3508679bfdef827932011ff8a38d","2017-10-05 04:31:24 GMT"
"62c1e351928d2efdd4132c4f370c9ae9","2017-10-05 04:31:55 GMT"
"9f813d210de418beccd0309780bc814f","2017-10-05 04:32:19 GMT"
"690f614ae78b5f88ea20f7137b3b21b3","2017-10-05 04:33:27 GMT"
"ecb6af9f4d51ff9b57551b7c6cb156ca","2017-10-05 04:34:16 GMT"
"9b34f86fee11ffc861c7c5950cef41ac","2017-10-05 09:19:10 GMT"
"6fa7c3d5661a0cdbe9a62cd9910516a5","2017-10-05 09:21:14 GMT"
"7ba6be03b69f410898b6bba039805856","2017-10-05 09:21:36 GMT"
"92c7c7a701fefa5401592c81c64ca7c7","2017-10-05 09:22:36 GMT"
"9a6269c27d1fe8a45f04300809fde6b1","2017-10-05 09:36:42 GMT"
"eaa423a425e04cd475cb39194723efbd","2017-10-05 09:37:54 GMT"
"52c4bcf091d15219608c82feb98777a3","2017-10-05 09:38:34 GMT"
"e2599b7614730da7c88c6aad8eb140e9","2017-10-05 09:39:19 GMT"
"aa7890e8a3104a137ca1d6d819eedb95","2017-10-05 09:40:30 GMT"
"9f8ce2a13166cbdade0bef873737fe58","2017-10-05 09:41:09 GMT"
"0c05ea42299ac00eacc7f12fb52709a1","2017-10-05 09:42:04 GMT"
"2f14d17b955b5957423a1ef908b907ca","2017-10-05 10:16:32 GMT"
"b29723f04215840703eb5ae94ffcb809","2017-10-05 10:16:53 GMT"
"05a24592749206129ac200a74e51ecd0","2017-10-05 10:17:37 GMT"
"278c69095dfe2eeadaa4341d7bb2a2f4","2017-10-05 10:18:30 GMT"
"8404d69851406f8b6ec8b3d5d8692a22","2017-10-05 10:19:24 GMT"
"296882304120740014b5f5177218670e","2017-10-05 10:20:36 GMT"
"33c8eb7b642cf486659393f81b3a78ba","2017-10-05 10:21:07 GMT"
"a7124c449db1bb8f2caff08e659e6fd4","2017-10-05 10:21:53 GMT"
"14d5993d4fb8275f5a2684aa486db466","2017-10-05 10:22:32 GMT"
"69e94eea94f796537694135831426588","2017-10-05 10:23:36 GMT"
"d364b6e7cfbae12ea91fd294abe839b9","2017-10-05 10:23:53 GMT"
"ac9a7f1765e41d05a72d92a4faa2ac46","2017-10-05 10:24:29 GMT"
"3ab5ccd970729436c41a58fd2498e50b","2017-10-05 10:25:09 GMT"
"902c6f58f0b12ba5a1ffc3b3a453550d","2017-10-05 10:25:40 GMT"
"0a0e9f4170b8123226b9f8b1c6589268","2017-10-05 10:26:43 GMT"
"7e2d121a59eceb271e1a2d430f75722a","2017-10-05 10:27:48 GMT"
"89574e2e83177ae97c562dfd825e4eed","2017-10-05 10:28:06 GMT"
"7b528224e82e5ba5f03227af1c07be4b","2017-10-05 10:28:47 GMT"
"efbc6cdec323cde8e5752a942e1c4331","2017-10-05 10:29:39 GMT"
"83e7d2490d156edb85122ea8058d6a43","2017-10-05 10:30:34 GMT"
"d3c75a997786272b3fb65ca17f4800fd","2017-10-05 10:30:59 GMT"
"3ffab4e9af4d0916574fb967fd72a084","2017-10-05 10:31:46 GMT"
"f105fe59e89924a7031ab7da4e0cd9b1","2017-10-05 10:44:42 GMT"
"162e319e0cd41273f1dd096aa6969be4","2017-10-05 10:46:46 GMT"
"8660a657b958bbc581fdf51535cd4ef3","2017-10-05 11:53:30 GMT"
"58b3ea276dc0816a7fe45850099ac309","2017-10-05 11:54:26 GMT"
"e700db998df446946303b9173ef5e76a","2017-10-05 11:55:15 GMT"
"1b947fa4a2b46892055f5ac4b541c401","2017-10-05 11:56:15 GMT"
"12e25633b359d7222163e318a857a467","2017-10-05 11:57:15 GMT"
"9e5990e13c75d7906cf25dbc1cf1387b","2017-10-05 13:20:16 GMT"
"67bf8275cbe6ff4575d3b77c10eae6c5","2017-10-05 13:34:43 GMT"
"e3f3119742aaf0ac7c71fefd0477a759","2017-10-05 13:35:34 GMT"
"dafd5a6de71b07462ae8f950677b07cd","2017-10-05 13:36:11 GMT"
"fbc356ebcc609bbda897db278dedac2c","2017-10-05 13:37:13 GMT"
"cac88772644464534305dc6d03f85df3","2017-10-05 13:38:10 GMT"
"9937aa6418a2daff37461025c0e2ca39","2017-10-06 01:41:03 GMT"
"f82173ea402d9ef34a1564785927c955","2017-10-06 01:41:55 GMT"
"22b49040366a04643bc3ac28edac66f8","2017-10-06 01:43:46 GMT"
"be7ffaff9b0acdc3137770a008f7223a","2017-10-06 01:45:18 GMT"
"37031bd6d77e84c2116e16344b2477ae","2017-10-06 01:46:16 GMT"
"a5fc3feaeca6a3c74b71d8d2446a8b54","2017-10-06 01:46:59 GMT"
"c18b575358c05a8ae6c00b7b1a2d61b0","2017-10-06 02:45:47 GMT"
"2a20ae76a5dc66ac166fa12d76ede320","2017-10-06 02:46:42 GMT"
"227f70e4c12f121ddce8e370db3f9c29","2017-10-06 03:51:40 GMT"
"a3626c8dbea2a7ef461b06c0bb9a6d83","2017-10-06 03:52:41 GMT"
"66af5cde279e883b21b626c37901c40f","2017-10-06 03:54:24 GMT"
"28ec996e347682c3f571dadb3d706222","2017-10-06 03:54:43 GMT"
"eba435ce983ea62bf16ca79ad9c1e06c","2017-10-06 05:11:54 GMT"
"c2edff9e2b875edf826e57db078ac0de","2017-10-06 05:13:09 GMT"
"aceff32d3e961adcaa8e99358a850ac2","2017-10-06 05:13:42 GMT"
"301f52e07cf52d879ae7bfa7e6f06641","2017-10-06 05:14:04 GMT"
"27d6e6a2b2b42cc406303774f8677ed3","2017-10-06 05:15:05 GMT"
"ab606f08a120c48bd005d4364c0a3563","2017-10-06 05:16:24 GMT"
"1e3c12e28d36bb449976fe9528f97bab","2017-10-06 05:17:16 GMT"
"903669759801284a86311d439f09e083","2017-10-06 05:17:45 GMT"
"9faa3acfb839148f9f270e0075394187","2017-10-06 05:18:33 GMT"
"536690b1f09e75eaf133697951fdc703","2017-10-06 09:24:16 GMT"
"03f22f45c1c53335c19bdd8b8ef987a0","2017-10-06 09:25:12 GMT"
"d2bf1cb41d8967249b0e3f354a6ff4c5","2017-10-06 09:25:39 GMT"
"6ff7a4ea19ac31a47c1b7301fa3ad923","2017-10-06 09:26:33 GMT"
"ccb407efa336ab08376a7706209fbc4f","2017-10-06 13:37:13 GMT"
"c8617f0ae3fa80fde28bf5c268bb4fac","2017-10-06 13:40:29 GMT"
"8e9f1a401ea4b4c9f3e3ce7e5fceae7e","2017-10-06 13:41:37 GMT"
"aaab14fecad4a6f2a47d4b515592ce44","2017-10-06 13:42:51 GMT"
"3e5fa94d5c72177ca15298c9f3ca92cd","2017-10-06 13:43:49 GMT"
"c159e53578d1f3df7513ff292eeff790","2017-10-06 13:45:00 GMT"
"086a824162a9469716c8ffb041bd391a","2017-10-06 14:55:25 GMT"
"601ca31fef1d77df58bda2e6de63edbe","2017-10-06 14:56:40 GMT"
"153b614eb2b9fd2c70e9d4b22902decb","2017-10-06 14:58:14 GMT"
"a340400c56f803920fa099721155c757","2017-10-07 00:31:01 GMT"
"125f8499c877e15da6d2fd8044084700","2017-10-07 00:31:34 GMT"
"d4def2a83d8a7f470d54d3c0b6bb5201","2017-10-07 00:32:16 GMT"
"dddb6aa816ed3d8536adcea2d03f6110","2017-10-07 00:32:58 GMT"
"d6914bc2cf5ee104ba960ecc6a120c53","2017-10-07 01:46:07 GMT"
"e0cc6955aef0717e855f869093beabce","2017-10-07 02:31:00 GMT"
"77040c5faa6bf7bcb17682fe07c2272a","2017-10-07 02:31:43 GMT"
"0c1933d7079bcc04e628d68082e22c65","2017-10-07 02:33:13 GMT"
"8346af05d1fcad4d53e6db543c7841f7","2017-10-07 08:07:46 GMT"
"88571e6e8091103590a38331c96b2eb5","2017-10-08 04:09:54 GMT"
"113589d5653223a8dd58096b967fe33c","2017-10-08 04:11:07 GMT"
"8b4efae37aad2fa430d2289fe66244f6","2017-10-08 04:12:26 GMT"
"389e6400c9f2931e45e7a004bc781fae","2017-10-08 04:13:27 GMT"
"8b1f2432b1cde2cc49dab3562de31e4e","2017-10-08 04:14:13 GMT"
"1ae85f313fe011e05ec8372df8b231ac","2017-10-08 04:15:31 GMT"
"1f592ae88553302c730f0a1fabb54b3f","2017-10-08 06:59:14 GMT"
"0841e084bcd07ece41c59ed9d64439de","2017-10-08 07:00:08 GMT"
"ef068a071b554136953badae85a06479","2017-10-08 07:01:31 GMT"
"704675917bc522c7b1cddb4dc6b59ffa","2017-10-08 07:02:20 GMT"
"a93f623369b0914c7135cec509fb8dbf","2017-10-08 07:50:40 GMT"
"068a754eae96924999a7ee3dc931ed09","2017-10-08 07:51:18 GMT"
"94f028555167568164440f03dbe53abe","2017-10-08 07:52:35 GMT"
"2aecb207686c48e365afdcefd0296ff8","2017-10-08 12:53:45 GMT"
"bdc42f1f588c50cdc2d8cdde6478dbae","2017-10-08 12:54:20 GMT"
"06826dcd4d969b98723e407840b1ea98","2017-10-08 12:55:17 GMT"
"beb2adfa26f17618547a91d1f1af98b7","2017-10-08 12:55:56 GMT"
"bc598c2d9e4bd1d6d228de0d18d3a6d6","2017-10-08 12:56:34 GMT"
"3444c660312e1e8c8fc1776915c596fc","2017-10-08 12:57:28 GMT"
"9c0f2f42399438b3d82306ea06b20689","2017-10-08 12:57:50 GMT"
"b25858f221cf33c811bb2251a15ec14f","2017-10-08 23:03:08 GMT"
"857c42c6c9506028e572544b0c627b97","2017-10-08 23:05:34 GMT"
"79673ee1f54ea18539deb3107a5eaebc","2017-10-08 23:06:17 GMT"
"037051133f53371b573588121d87c29b","2017-10-08 23:08:08 GMT"
"7e838f868f42364c45920391bdbf47ca","2017-10-09 09:44:37 GMT"
"09824ea8abebfe520b23c02767f52013","2017-10-09 09:46:21 GMT"
"46f6a122693a3efe8c85a93312e23c67","2017-10-09 09:46:59 GMT"
"9ddd6102021a43729083523ab953d1d8","2017-10-09 09:47:51 GMT"
"d3887abc727d3b2777e90088bc6eede0","2017-10-09 13:54:10 GMT"
"32a5f48d73629ffb4fb89cef9149bf54","2017-10-09 13:54:41 GMT"
"d0e0fe0b2a669f9b9511782ae274d12e","2017-10-09 13:55:18 GMT"
"052d01f005c369ac9c6b626a5a1e2642","2017-10-09 23:08:28 GMT"
"b6262e05dac09e72acdcf9e021c2f3dd","2017-10-09 23:09:32 GMT"
"fa8337d7a93a9e14d67e49d497bb2f5b","2017-10-09 23:10:16 GMT"
"8288bbc065f126305458db2bafc0085a","2017-10-09 23:11:10 GMT"
"7b0c4726e800b254ed69b5aa53cf6570","2017-10-09 23:11:59 GMT"
"64ea258fbe4e80049bade04fcb6c2c1c","2017-10-09 23:14:12 GMT"
"87c7bc95b35f76d4e479567df55795b3","2017-10-10 00:13:44 GMT"
"821c95e3b7d00b0e22a56372415ae402","2017-10-10 00:14:58 GMT"
"0a930e75ef3dc195bb02b737759edd0d","2017-10-10 04:54:38 GMT"
"80bcb096682e7848db2a14824f33d4d0","2017-10-10 04:56:09 GMT"
"c9430637e0aeb650486143ee53e83b9a","2017-10-10 13:21:53 GMT"
"4c60130c5d3e62bd8e50ea5569c8dfcf","2017-10-11 04:36:20 GMT"
"794cffc0e025d03428754ac0d7416b86","2017-10-12 03:41:58 GMT"
"026eb1f4ea8e66705be7c45af26b206a","2017-10-12 03:42:50 GMT"
"368fc9e9f13f24d981bec034ce1cafb9","2017-10-12 05:27:53 GMT"
"a54ffbe54287a4642a8b978fdc801ba4","2017-10-12 05:28:25 GMT"
"c5e77f02457fb5ba9c03fe12621bfd8b","2017-10-14 10:09:01 GMT"
"178b9309b5c8175e0aeb0887ceafefd0","2017-10-14 10:09:33 GMT"
"b98762a43778536d2fe582b4e1efdf2c","2017-10-17 09:38:29 GMT"
"9dcff3ae58f0c0f17eae152e0946362c","2017-10-17 09:39:00 GMT"
"f6aafc2676188b0dc9c20edc8e224763","2017-10-23 23:06:30 GMT"
"ebc46a04e20b922a0ccf254708a62218","2017-10-23 23:07:45 GMT"
"21fcc7d2f708b5c95670a2474dead30e","2017-10-23 23:08:34 GMT"
"fd3ec4a6a70ab001e34d3d5d53b88166","2017-10-23 23:09:00 GMT"
"60b19eb956846fa4a52974c0fff502b2","2017-10-23 23:11:25 GMT"
"a4397bb1bcd0557466b71ce5bac466ad","2017-10-23 23:12:10 GMT"
"6f8aea24e3fa307585a4a7d6dd010846","2017-10-23 23:12:44 GMT"
"5f773b039da3aaa6f04962b5033b9edb","2017-10-23 23:13:13 GMT"
"bf7fe3274a4e285d3e0192e4bc4f6958","2017-10-23 23:14:00 GMT"
"49c57f4eaedf143f14195c61b9ebf8c9","2017-10-23 23:14:40 GMT"
"40624d3106a612c05009bade8f0ccb3e","2017-10-23 23:15:24 GMT"
"10bac237fe7ddf6d3cb0bc26bffe69a4","2017-10-23 23:16:17 GMT"
"669ead1748571d1021d28db3cb98cbb1","2017-10-23 23:16:59 GMT"
"05d2b2d613779028b9fec8e27e02d241","2017-10-27 10:59:30 GMT"
"d19912067f3b14ca6c259ced4a8db8e0","2017-10-27 11:00:16 GMT"
"2a2339ad1083209f1b0ff909535cebb0","2017-10-27 11:00:56 GMT"
"e213786409a16bc41406033124f8240f","2017-10-27 11:01:30 GMT"
"be498dbe83f1e7906be2371535904ada","2017-10-27 11:02:18 GMT"
"15cd9879ebd2e8ff3d5aa50016f598fc","2017-10-27 11:02:51 GMT"
"555d974fe8e744c1584af7c8b936c8a0","2017-11-04 08:18:14 GMT"
"9d2de7e11806b7419586c01187b44145","2017-11-04 08:18:57 GMT"
"3e29d1105a66ee53ac76df6b9d80b74d","2017-11-04 08:19:56 GMT"
"91e3fe91a8690c5f883cb64e8f07fb0c","2017-11-04 08:20:55 GMT"
"afdf177e9326a94eeb058b4255b7de6e","2017-11-04 08:21:51 GMT"
"7d20d8fcb716290f74b9313b33affd13","2017-11-04 08:23:08 GMT"
"31ec3173a42e829a85c994c9ed5928da","2017-11-04 08:23:39 GMT"
"2d21c5524ab45254d4660d374c7eeb3b","2017-11-08 23:08:24 GMT"
"d00bdc06ed0b155ea199cb58da36a45f","2017-11-08 23:09:15 GMT"
"90d8a2050ca8c439b0af01191d1e566a","2017-11-08 23:10:07 GMT"
"d964658e6f11e939b2061375c7ee3d93","2017-11-08 23:10:38 GMT"
"5291482167d8c13f57c099f36416bffd","2017-11-09 09:15:46 GMT"
"94a4ac4bc32c747734e35a2c32ac3cf9","2017-11-09 09:16:17 GMT"
"646a9125d4705e6c6949af03d21c94a1","2017-11-09 09:17:23 GMT"
"a8ffbabf6f1f1d3cdb176e0d7b91e516","2017-11-09 09:18:19 GMT"
"81a368de207b2a0f20103ef0806a632c","2017-11-10 07:50:34 GMT"
"286c2d5441376fd1bb6f27ecc692541b","2017-11-16 14:03:18 GMT"
"6552e88c79467c37db249921099a2624","2017-11-18 06:30:31 GMT"
"343f5e0bd25818c36d79b7433f3331d0","2017-11-18 06:31:24 GMT"
"8782edab4d8e21abdd734fdab0c78691","2017-11-18 06:31:53 GMT"
"473f15ecf3db99e77f51550c8aca1d19","2017-11-18 06:33:02 GMT"
