Time	Unique slot ID
2017-05-06 20:38:06 PDT	432
2017-05-06 20:38:08 PDT	433
2017-05-06 20:38:09 PDT	434
2017-05-06 20:38:10 PDT	435
2017-05-06 20:38:12 PDT	436
2017-05-06 20:39:02 PDT	437
2017-05-06 20:39:05 PDT	438
2017-05-06 20:39:09 PDT	439
2017-05-06 20:39:10 PDT	440
2017-05-06 20:39:13 PDT	441
2017-05-06 20:39:16 PDT	442
2017-05-06 20:39:18 PDT	443
2017-05-06 20:41:59 PDT	444
2017-05-06 20:42:01 PDT	445
2017-05-06 20:42:02 PDT	446
2017-05-06 20:42:04 PDT	447
2017-05-06 20:42:05 PDT	448
2017-05-06 20:42:07 PDT	449
2017-05-06 20:42:08 PDT	450
2017-05-06 20:42:15 PDT	451
2017-05-06 20:43:29 PDT	452
2017-05-06 20:43:31 PDT	453
2017-05-06 20:43:34 PDT	454
2017-05-06 20:43:37 PDT	455
2017-05-06 20:43:40 PDT	456
2017-05-06 20:43:41 PDT	457
2017-05-06 20:43:42 PDT	458
2017-05-06 20:45:57 PDT	459
2017-05-06 20:45:59 PDT	460
2017-05-06 20:46:01 PDT	461
2017-05-06 20:46:02 PDT	462
2017-05-06 20:46:04 PDT	463
2017-05-06 20:46:05 PDT	464
2017-05-06 20:46:07 PDT	465
2017-05-06 20:46:08 PDT	466
2017-05-06 20:46:19 PDT	467
2017-05-06 20:46:36 PDT	468
2017-05-06 20:46:37 PDT	469
2017-05-06 20:46:39 PDT	470
2017-05-06 20:46:41 PDT	471
2017-05-06 20:46:42 PDT	472
2017-05-06 20:46:43 PDT	473
2017-05-06 20:47:59 PDT	474
2017-05-06 20:48:00 PDT	475
2017-05-06 20:48:02 PDT	476
2017-05-06 20:48:03 PDT	477
2017-05-06 20:48:05 PDT	478
2017-05-06 20:48:07 PDT	479
2017-05-06 20:48:08 PDT	480
2017-05-06 20:48:15 PDT	481
2017-05-06 20:48:33 PDT	482
2017-05-06 20:48:35 PDT	483
2017-05-06 20:48:37 PDT	484
2017-05-06 20:48:38 PDT	485
2017-05-06 20:48:40 PDT	486
2017-05-06 20:48:42 PDT	487
2017-05-06 20:48:45 PDT	488
2017-05-06 20:48:48 PDT	489
2017-05-06 20:52:27 PDT	429
2017-05-06 20:52:33 PDT	430
2017-05-06 20:52:36 PDT	432
2017-05-06 20:52:42 PDT	436
2017-05-06 20:53:07 PDT	435
2017-05-06 20:54:45 PDT	411
2017-05-06 20:54:47 PDT	412
2017-05-06 20:54:48 PDT	410
2017-05-06 20:54:50 PDT	409
2017-05-06 20:54:51 PDT	490
2017-05-06 20:54:53 PDT	408
2017-05-06 20:54:54 PDT	406
2017-05-06 20:57:22 PDT	491
2017-05-06 20:57:24 PDT	492
2017-05-06 20:57:25 PDT	493
2017-05-06 20:57:27 PDT	494
2017-05-06 20:57:28 PDT	495
2017-05-06 20:57:30 PDT	496
2017-05-06 20:57:31 PDT	497
2017-05-06 20:57:32 PDT	498
2017-05-06 20:57:59 PDT	499
2017-05-06 20:58:01 PDT	500
2017-05-06 20:58:03 PDT	501
2017-05-06 20:58:05 PDT	502
2017-05-06 20:58:06 PDT	503
2017-05-06 20:58:07 PDT	504
2017-05-06 20:58:09 PDT	505
2017-05-06 20:58:10 PDT	506
2017-05-06 21:33:38 PDT	440
2017-05-06 21:33:40 PDT	439
2017-05-06 21:33:41 PDT	442
2017-05-06 21:33:42 PDT	437
2017-05-06 21:33:44 PDT	507
2017-05-06 21:33:45 PDT	438
2017-05-06 21:33:47 PDT	443
2017-05-06 21:33:48 PDT	441
2017-05-06 21:35:56 PDT	426
2017-05-06 21:36:25 PDT	412
2017-05-06 21:36:29 PDT	508
2017-05-06 21:36:33 PDT	419
2017-05-06 21:36:51 PDT	509
2017-05-06 21:36:58 PDT	391
2017-05-06 21:37:06 PDT	510
2017-05-06 21:37:12 PDT	511
2017-05-06 21:38:11 PDT	512
2017-05-06 21:38:30 PDT	513
2017-05-06 21:38:35 PDT	514
2017-05-06 21:39:01 PDT	515
2017-05-06 21:39:07 PDT	516
2017-05-06 21:40:06 PDT	517
2017-05-06 21:40:23 PDT	518
2017-05-06 21:40:29 PDT	519
2017-05-06 21:41:32 PDT	520
2017-05-06 21:41:58 PDT	521
2017-05-06 21:44:46 PDT	522
2017-05-06 21:46:54 PDT	362
2017-05-06 21:47:00 PDT	358
2017-05-06 21:47:09 PDT	348
2017-05-06 21:47:43 PDT	523
2017-05-06 21:52:24 PDT	524
2017-05-06 21:52:29 PDT	525
2017-05-06 21:52:33 PDT	325
2017-05-06 21:52:41 PDT	526
2017-05-06 21:54:01 PDT	293
2017-05-06 21:54:10 PDT	311
2017-05-06 21:54:27 PDT	527
2017-05-06 21:55:51 PDT	297
2017-05-06 21:57:33 PDT	528
2017-05-06 21:57:39 PDT	529
2017-05-06 21:57:46 PDT	530
2017-05-06 21:57:51 PDT	531
2017-05-06 21:58:09 PDT	355
2017-05-06 21:59:24 PDT	532
2017-05-06 21:59:29 PDT	363
2017-05-06 22:02:49 PDT	533
2017-05-06 22:02:55 PDT	534
2017-05-06 22:03:03 PDT	535
2017-05-06 22:03:07 PDT	536
2017-05-06 22:03:47 PDT	537
2017-05-06 22:05:23 PDT	538
2017-05-06 22:05:27 PDT	539
2017-05-06 22:05:32 PDT	540
2017-05-06 22:05:34 PDT	541
2017-05-06 22:05:40 PDT	516
2017-05-06 22:07:53 PDT	542
2017-05-06 22:08:06 PDT	517
2017-05-06 22:08:10 PDT	543
2017-05-06 22:31:37 PDT	544
2017-05-06 22:31:43 PDT	510
2017-05-06 22:32:16 PDT	511
2017-05-06 22:32:25 PDT	509
2017-05-06 23:16:04 PDT	545
2017-05-06 23:16:06 PDT	546
2017-05-06 23:16:07 PDT	547
2017-05-06 23:16:09 PDT	548
2017-05-06 23:16:10 PDT	549
2017-05-06 23:16:12 PDT	550
2017-05-06 23:16:15 PDT	551
2017-05-06 23:16:18 PDT	552
2017-05-06 23:17:24 PDT	553
2017-05-06 23:17:25 PDT	554
2017-05-06 23:17:28 PDT	555
2017-05-06 23:17:29 PDT	556
2017-05-06 23:17:31 PDT	557
2017-05-06 23:17:32 PDT	558
2017-05-06 23:17:35 PDT	559
2017-05-06 23:17:36 PDT	560
2017-05-07 01:15:54 PDT	561
2017-05-07 01:15:55 PDT	562
2017-05-07 01:15:57 PDT	563
2017-05-07 01:15:58 PDT	564
2017-05-07 01:16:00 PDT	565
2017-05-07 01:16:01 PDT	566
2017-05-07 01:16:03 PDT	567
2017-05-07 01:16:05 PDT	568
2017-05-12 02:08:33 PDT	569
2017-05-12 02:08:38 PDT	570
2017-05-12 02:08:43 PDT	571
2017-05-12 02:08:49 PDT	572
2017-05-12 02:08:56 PDT	573
2017-05-12 02:09:00 PDT	574
2017-05-12 02:09:02 PDT	575
2017-05-12 02:09:07 PDT	576
2017-05-12 02:11:45 PDT	55
2017-05-12 02:11:49 PDT	577
2017-05-12 02:11:52 PDT	578
2017-05-12 02:11:56 PDT	579
2017-05-12 02:12:00 PDT	580
2017-05-12 02:12:06 PDT	581
2017-05-12 02:12:23 PDT	582
2017-05-12 02:12:26 PDT	583
2017-05-12 02:12:29 PDT	584
2017-05-12 02:12:32 PDT	585
2017-05-12 02:12:38 PDT	586
2017-05-12 02:12:44 PDT	587
2017-05-12 03:50:27 PDT	545
2017-05-12 03:50:36 PDT	546
2017-05-12 03:50:38 PDT	547
2017-05-12 03:50:39 PDT	548
2017-05-12 03:50:41 PDT	549
2017-05-12 03:50:42 PDT	550
2017-05-12 03:50:45 PDT	552
2017-05-12 03:50:47 PDT	551
2017-05-12 03:51:04 PDT	560
2017-05-12 03:51:08 PDT	554
2017-05-12 03:51:11 PDT	558
2017-05-12 03:51:17 PDT	559
2017-05-12 04:04:31 PDT	588
2017-05-12 04:05:54 PDT	589
2017-05-12 04:05:55 PDT	590
2017-05-12 04:05:57 PDT	591
2017-05-12 04:05:58 PDT	592
2017-05-12 04:05:59 PDT	593
2017-05-12 04:06:01 PDT	594
2017-05-12 04:06:03 PDT	595
2017-05-12 04:06:05 PDT	596
2017-05-12 04:09:04 PDT	597
2017-05-12 04:09:05 PDT	598
2017-05-12 04:09:07 PDT	599
2017-05-12 04:09:09 PDT	600
2017-05-12 04:09:10 PDT	601
2017-05-12 04:09:12 PDT	602
2017-05-12 04:09:14 PDT	603
2017-05-12 04:09:16 PDT	604
2017-05-12 04:12:02 PDT	605
2017-05-12 04:12:04 PDT	606
2017-05-12 04:12:07 PDT	607
2017-05-12 04:12:08 PDT	608
2017-05-12 04:12:10 PDT	609
2017-05-12 04:12:12 PDT	31
2017-05-12 04:12:14 PDT	610
2017-05-12 04:12:15 PDT	611
2017-05-12 04:12:49 PDT	612
2017-05-12 04:12:50 PDT	613
2017-05-12 04:12:52 PDT	614
2017-05-12 04:12:54 PDT	615
2017-05-12 04:12:55 PDT	616
2017-05-12 04:12:57 PDT	617
2017-05-12 04:12:59 PDT	618
2017-05-12 04:13:00 PDT	619
2017-05-12 04:15:22 PDT	620
2017-05-12 04:15:23 PDT	621
2017-05-12 04:15:26 PDT	622
2017-05-12 04:15:28 PDT	623
2017-05-12 04:15:29 PDT	624
2017-05-12 04:15:31 PDT	625
2017-05-12 04:15:33 PDT	626
2017-05-12 04:15:34 PDT	627
2017-05-12 04:15:58 PDT	628
2017-05-12 04:16:00 PDT	629
2017-05-12 04:16:01 PDT	630
2017-05-12 04:16:03 PDT	631
2017-05-12 04:16:05 PDT	632
2017-05-12 04:16:06 PDT	633
2017-05-12 04:16:08 PDT	634
2017-05-12 04:16:09 PDT	635
2017-05-13 03:10:52 PDT	11
2017-05-13 03:10:54 PDT	12
2017-05-13 03:10:56 PDT	9
2017-05-13 03:10:58 PDT	16
2017-05-13 03:10:59 PDT	14
2017-05-13 03:11:01 PDT	13
2017-05-13 03:11:03 PDT	10
2017-05-13 03:11:04 PDT	15
2017-05-13 03:14:44 PDT	17
2017-05-13 03:14:45 PDT	18
2017-05-13 03:14:47 PDT	20
2017-05-13 03:15:07 PDT	19
2017-05-13 03:15:10 PDT	23
2017-05-13 03:15:12 PDT	24
2017-05-13 03:15:16 PDT	22
2017-05-13 04:37:27 PDT	636
2017-05-13 04:37:29 PDT	637
2017-05-13 04:37:31 PDT	638
2017-05-13 04:37:32 PDT	639
2017-05-13 04:37:34 PDT	640
2017-05-13 04:37:37 PDT	641
2017-05-13 04:37:38 PDT	642
2017-05-13 04:37:40 PDT	643
2017-05-13 04:37:47 PDT	644
2017-05-13 04:37:49 PDT	645
2017-05-13 04:37:51 PDT	646
2017-05-13 04:37:52 PDT	647
2017-05-13 04:37:54 PDT	648
2017-05-13 04:37:56 PDT	649
